index,latitude,longitude,chi,elevation,flow distance,drainage area,m_chi,b_chi,source_key,basin_key,segmented_elevation,segment_number,Geology,GeoCode
369980,45.8412952,26.1650195,22.379,560.0,562580.0,46625000.0,26.768,-39.042,10486,102,560.02,15463,ne,15.0
369981,45.8412868,26.1638606,22.347,559.0,562490.0,46649000.0,26.768,-39.042,10486,102,559.16,15463,ne,15.0
369982,45.8404683,26.1627143,22.302,557.0,562370.0,46730000.0,26.768,-39.042,10486,102,557.96,15463,ne,15.0
369983,45.8396498,26.161568,22.257,557.0,562240.0,46746000.0,26.768,-39.042,10486,102,556.75,15463,ne,15.0
369984,45.8388314,26.1604214,22.212,555.0,562110.0,46754000.0,26.768,-39.042,10486,102,555.55,15463,ne,15.0
369985,45.8380214,26.1604336,22.181,553.0,562020.0,46762000.0,26.768,-39.042,10486,102,554.7,15463,ne,15.0
369986,45.8372114,26.1604457,22.149,552.0,561930.0,46892000.0,26.768,-39.042,10486,102,553.85,15463,ne,15.0
369987,45.836393,26.1592991,22.104,552.0,561810.0,47272000.0,26.768,-39.042,10486,102,552.64,15463,ne,15.0
369988,45.8371944,26.1581286,22.059,552.0,561680.0,47297000.0,26.768,-39.042,10486,102,551.44,15463,ne,15.0
373259,45.8202066,26.1607014,23.263,569.0,561360.0,8405100.0,24.818,-5.8083,10554,102,571.54,15591,ne,15.0
373260,45.8201981,26.1595429,23.194,567.0,561270.0,8413200.0,24.818,-5.8083,10554,102,569.83,15591,ne,15.0
373261,45.8209995,26.1583727,23.097,565.0,561140.0,8429300.0,24.818,-5.8083,10554,102,567.42,15591,ne,15.0
373262,45.820181,26.1572269,23.0,563.0,561010.0,8753200.0,24.818,-5.8083,10554,102,565.0,15591,ne,15.0
373263,45.8201725,26.1560684,22.932,562.0,560920.0,10599000.0,24.818,-5.8083,10554,102,563.32,15591,ne,15.0
373264,45.8201639,26.15491,22.87,561.0,560830.0,10745000.0,24.818,-5.8083,10554,102,561.78,15591,ne,15.0
373265,45.8201553,26.1537516,22.808,561.0,560740.0,10826000.0,24.818,-5.8083,10554,102,560.25,15591,ne,15.0
373266,45.8209567,26.1525813,22.721,560.0,560610.0,10834000.0,24.818,-5.8083,10554,102,558.1,15591,ne,15.0
373267,45.8217581,26.1514109,22.634,557.0,560490.0,10859000.0,24.818,-5.8083,10554,102,555.94,15591,ne,15.0
373268,45.8217495,26.1502524,22.573,556.0,560400.0,10915000.0,24.818,-5.8083,10554,102,554.42,15591,ne,15.0
373269,45.8209309,26.1491063,22.486,554.0,560270.0,10931000.0,24.818,-5.8083,10554,102,552.27,15591,ne,15.0
373270,45.8209223,26.1479483,22.425,551.0,560180.0,11004000.0,24.818,-5.8083,10554,102,550.75,15591,ne,15.0
374857,45.8315206,26.1570557,22.704,552.0,561630.0,1943400.0,6.3583,408.04,10579,102,552.4,15645,ne,15.0
374858,45.832322,26.1558848,22.516,551.0,561500.0,1967700.0,6.3583,408.04,10579,102,551.2,15645,ne,15.0
374859,45.833132,26.1558726,22.383,550.0,561410.0,1991900.0,6.3583,408.04,10579,102,550.36,15645,ne,15.0
374860,45.8339334,26.1547016,22.197,549.0,561280.0,2040500.0,6.3583,408.04,10579,102,549.18,15645,ne,15.0
374861,45.8347302,26.1535307,22.013,549.0,561150.0,2072900.0,6.3583,408.04,10579,102,548.01,15645,ne,15.0
374942,45.8185611,26.1572513,23.262,566.0,561140.0,1813800.0,19.116,122.89,10584,102,567.58,15651,ne,15.0
374943,45.8193711,26.1572391,23.125,564.0,561050.0,1838100.0,19.116,122.89,10584,102,564.96,15651,ne,15.0
372212,45.43687,25.8546174,30.474,1381.0,568320.0,1684200.0,97.286,-1576.4,10534,102,1388.3,15551,al,31.0
372213,45.4376684,25.8534505,30.273,1361.0,568190.0,1830000.0,97.286,-1576.4,10534,102,1368.7,15551,al,31.0
372214,45.4384668,25.8522836,30.079,1346.0,568060.0,1935300.0,97.286,-1576.4,10534,102,1349.9,15551,al,31.0
372215,45.4392652,25.8511171,29.891,1337.0,567930.0,2000000.0,97.286,-1576.4,10534,102,1331.6,15551,al,31.0
372216,45.4392536,25.8499666,29.759,1323.0,567840.0,2048600.0,97.286,-1576.4,10534,102,1318.8,15551,al,31.0
372217,45.4392421,25.8488165,29.629,1313.0,567750.0,2097200.0,97.286,-1576.4,10534,102,1306.1,15551,al,31.0
372218,45.4392305,25.847666,29.501,1301.0,567660.0,2153900.0,97.286,-1576.4,10534,102,1293.6,15551,al,31.0
372219,45.4392188,25.8465155,29.373,1282.0,567570.0,2186300.0,97.286,-1576.4,10534,102,1281.2,15551,al,31.0
372220,45.4392072,25.8453654,29.247,1274.0,567480.0,2971700.0,97.286,-1576.4,10534,102,1269.0,15551,al,31.0
372221,45.4400055,25.8441987,29.092,1266.0,567360.0,3044600.0,97.286,-1576.4,10534,102,1253.8,15551,al,31.0
372222,45.4399939,25.8430482,28.983,1247.0,567270.0,3085100.0,97.286,-1576.4,10534,102,1243.2,15551,al,31.0
372223,45.4399822,25.8418977,28.875,1225.0,567180.0,3133700.0,97.286,-1576.4,10534,102,1232.7,15551,al,31.0
